Name,Year,FIPS,Count,Solved
Alcona,1979,26001,1,0.0
Alcona,1980,26001,1,0.0
Alcona,1981,26001,1,1.0
Alcona,1985,26001,1,1.0
Alcona,1987,26001,1,1.0
Alcona,1988,26001,1,1.0
Alcona,1994,26001,1,0.0
Alcona,1995,26001,1,1.0
Alcona,2000,26001,2,1.0
Alcona,2005,26001,1,0.0
Alcona,2006,26001,1,1.0
Alcona,2007,26001,2,1.0
Alcona,2009,26001,1,0.0
Alcona,2010,26001,2,1.0
Alger,1982,26003,1,1.0
Alger,1984,26003,1,1.0
Alger,1987,26003,1,1.0
Alger,1988,26003,1,1.0
Alger,1994,26003,2,2.0
Alger,1995,26003,1,1.0
Alger,1999,26003,2,2.0
Alger,2005,26003,1,1.0
Alger,2006,26003,1,1.0
Alger,2012,26003,1,1.0
Alger,2014,26003,1,1.0
Allegan,1977,26005,1,1.0
Allegan,1978,26005,1,1.0
Allegan,1979,26005,2,2.0
Allegan,1980,26005,2,2.0
Allegan,1981,26005,1,1.0
Allegan,1982,26005,1,1.0
Allegan,1983,26005,2,2.0
Allegan,1984,26005,1,1.0
Allegan,1986,26005,4,3.0
Allegan,1987,26005,1,1.0
Allegan,1988,26005,3,3.0
Allegan,1989,26005,4,4.0
Allegan,1990,26005,2,2.0
Allegan,1993,26005,4,2.0
Allegan,1994,26005,1,1.0
Allegan,1995,26005,2,2.0
Allegan,1997,26005,2,2.0
Allegan,1998,26005,2,2.0
Allegan,1999,26005,4,4.0
Allegan,2000,26005,2,2.0
Allegan,2001,26005,2,2.0
Allegan,2002,26005,1,1.0
Allegan,2003,26005,1,1.0
Allegan,2004,26005,2,2.0
Allegan,2005,26005,2,1.0
Allegan,2007,26005,5,4.0
Allegan,2008,26005,1,1.0
Allegan,2009,26005,1,1.0
Allegan,2011,26005,1,1.0
Allegan,2012,26005,1,1.0
Allegan,2013,26005,2,1.0
Allegan,2014,26005,3,3.0
Allegan,2015,26005,5,5.0
Allegan,2016,26005,2,2.0
Alpena,1976,26007,1,0.0
Alpena,1978,26007,1,1.0
Alpena,1991,26007,3,3.0
Alpena,1993,26007,1,1.0
Alpena,1998,26007,1,1.0
Alpena,2001,26007,1,1.0
Alpena,2003,26007,3,2.0
Alpena,2004,26007,1,1.0
Alpena,2005,26007,2,2.0
Alpena,2006,26007,1,1.0
Alpena,2008,26007,1,0.0
Alpena,2009,26007,2,2.0
Alpena,2010,26007,2,2.0
Alpena,2012,26007,1,1.0
Alpena,2015,26007,1,1.0
Alpena,2016,26007,3,3.0
Antrim,1976,26009,2,2.0
Antrim,1982,26009,1,1.0
Antrim,1990,26009,1,1.0
Antrim,2001,26009,1,1.0
Antrim,2002,26009,1,0.0
Antrim,2006,26009,1,0.0
Antrim,2009,26009,1,1.0
Arenac,1976,26011,1,1.0
Arenac,1982,26011,1,1.0
Arenac,1993,26011,1,1.0
Arenac,1994,26011,1,1.0
Arenac,1997,26011,1,1.0
Arenac,1999,26011,1,1.0
Arenac,2002,26011,2,1.0
Arenac,2004,26011,2,2.0
Arenac,2016,26011,1,1.0
Baraga,1978,26013,1,1.0
Baraga,1991,26013,1,0.0
Baraga,1994,26013,1,1.0
Baraga,2009,26013,1,1.0
Barry,1976,26015,1,1.0
Barry,1978,26015,4,4.0
Barry,1981,26015,1,1.0
Barry,1982,26015,3,3.0
Barry,1984,26015,1,0.0
Barry,1985,26015,2,1.0
Barry,1986,26015,1,1.0
Barry,1987,26015,3,2.0
Barry,1988,26015,4,3.0
Barry,1989,26015,2,2.0
Barry,1992,26015,2,1.0
Barry,1994,26015,1,1.0
Barry,1995,26015,1,1.0
Barry,1996,26015,2,1.0
Barry,1997,26015,1,1.0
Barry,2000,26015,1,1.0
Barry,2002,26015,1,1.0
Barry,2003,26015,1,1.0
Barry,2004,26015,3,3.0
Barry,2007,26015,3,3.0
Barry,2008,26015,1,0.0
Barry,2011,26015,2,2.0
Barry,2013,26015,1,1.0
Barry,2015,26015,2,2.0
Barry,2016,26015,2,2.0
Bay,1977,26017,4,4.0
Bay,1978,26017,8,8.0
Bay,1979,26017,8,8.0
Bay,1980,26017,1,1.0
Bay,1981,26017,2,2.0
Bay,1983,26017,6,5.0
Bay,1984,26017,2,2.0
Bay,1985,26017,4,4.0
Bay,1987,26017,3,3.0
Bay,1989,26017,1,0.0
Bay,1990,26017,4,3.0
Bay,1991,26017,4,4.0
Bay,1992,26017,2,2.0
Bay,1994,26017,3,3.0
Bay,1995,26017,3,2.0
Bay,1996,26017,1,0.0
Bay,1998,26017,2,2.0
Bay,1999,26017,2,2.0
Bay,2000,26017,3,3.0
Bay,2001,26017,1,0.0
Bay,2002,26017,1,1.0
Bay,2003,26017,3,3.0
Bay,2004,26017,2,2.0
Bay,2005,26017,1,1.0
Bay,2006,26017,2,2.0
Bay,2007,26017,3,3.0
Bay,2008,26017,3,3.0
Bay,2009,26017,1,1.0
Bay,2010,26017,2,2.0
Bay,2011,26017,3,1.0
Bay,2012,26017,1,1.0
Bay,2013,26017,2,0.0
Bay,2014,26017,2,2.0
Bay,2015,26017,1,1.0
Bay,2016,26017,3,3.0
Benzie,1976,26019,1,1.0
Benzie,1980,26019,1,1.0
Benzie,1982,26019,1,1.0
Benzie,1984,26019,1,1.0
Benzie,1985,26019,3,3.0
Benzie,1988,26019,1,1.0
Benzie,1992,26019,1,1.0
Benzie,2003,26019,1,1.0
Benzie,2006,26019,2,2.0
Benzie,2009,26019,2,2.0
Benzie,2012,26019,1,1.0
Benzie,2013,26019,1,1.0
Benzie,2014,26019,1,1.0
Berrien,1976,26021,13,11.0
Berrien,1977,26021,14,14.0
Berrien,1978,26021,14,14.0
Berrien,1979,26021,11,9.0
Berrien,1980,26021,9,8.0
Berrien,1981,26021,15,10.0
Berrien,1982,26021,11,9.0
Berrien,1983,26021,3,2.0
Berrien,1984,26021,12,11.0
Berrien,1985,26021,8,7.0
Berrien,1986,26021,5,3.0
Berrien,1987,26021,13,12.0
Berrien,1988,26021,10,9.0
Berrien,1989,26021,11,8.0
Berrien,1990,26021,19,13.0
Berrien,1991,26021,8,7.0
Berrien,1992,26021,15,12.0
Berrien,1993,26021,11,11.0
Berrien,1994,26021,22,15.0
Berrien,1995,26021,22,18.0
Berrien,1996,26021,5,5.0
Berrien,1997,26021,5,4.0
Berrien,1998,26021,12,8.0
Berrien,1999,26021,13,9.0
Berrien,2000,26021,7,5.0
Berrien,2001,26021,10,9.0
Berrien,2002,26021,8,6.0
Berrien,2003,26021,5,3.0
Berrien,2004,26021,5,5.0
Berrien,2005,26021,5,5.0
Berrien,2006,26021,8,7.0
Berrien,2008,26021,2,1.0
Berrien,2009,26021,4,4.0
Berrien,2010,26021,5,5.0
Berrien,2011,26021,1,1.0
Berrien,2012,26021,3,3.0
Berrien,2013,26021,3,2.0
Berrien,2014,26021,3,3.0
Berrien,2015,26021,9,9.0
Berrien,2016,26021,10,10.0
Branch,1976,26023,2,2.0
Branch,1985,26023,2,1.0
Branch,1987,26023,1,1.0
Branch,1988,26023,1,1.0
Branch,1990,26023,1,1.0
Branch,1992,26023,2,2.0
Branch,1994,26023,2,2.0
Branch,1995,26023,1,1.0
Branch,1997,26023,1,1.0
Branch,1998,26023,1,1.0
Branch,1999,26023,3,1.0
Branch,2000,26023,2,0.0
Branch,2001,26023,2,2.0
Branch,2002,26023,1,1.0
Branch,2005,26023,1,1.0
Branch,2006,26023,1,1.0
Branch,2007,26023,4,3.0
Branch,2008,26023,1,1.0
Branch,2009,26023,3,2.0
Branch,2010,26023,2,2.0
Branch,2011,26023,1,1.0
Branch,2012,26023,1,1.0
Branch,2014,26023,1,1.0
Branch,2015,26023,1,0.0
Branch,2016,26023,1,1.0
Calhoun,1976,26025,9,6.0
Calhoun,1977,26025,16,6.0
Calhoun,1978,26025,6,5.0
Calhoun,1979,26025,7,7.0
Calhoun,1980,26025,12,9.0
Calhoun,1981,26025,11,9.0
Calhoun,1982,26025,9,6.0
Calhoun,1983,26025,11,7.0
Calhoun,1984,26025,8,7.0
Calhoun,1985,26025,11,7.0
Calhoun,1986,26025,14,11.0
Calhoun,1987,26025,12,9.0
Calhoun,1988,26025,11,5.0
Calhoun,1989,26025,11,10.0
Calhoun,1990,26025,7,4.0
Calhoun,1991,26025,19,15.0
Calhoun,1992,26025,10,10.0
Calhoun,1993,26025,10,9.0
Calhoun,1994,26025,2,1.0
Calhoun,1995,26025,13,8.0
Calhoun,1996,26025,14,9.0
Calhoun,1997,26025,8,6.0
Calhoun,1998,26025,4,3.0
Calhoun,1999,26025,10,8.0
Calhoun,2000,26025,7,7.0
Calhoun,2001,26025,6,4.0
Calhoun,2002,26025,7,4.0
Calhoun,2003,26025,3,2.0
Calhoun,2004,26025,9,8.0
Calhoun,2005,26025,7,5.0
Calhoun,2006,26025,13,11.0
Calhoun,2007,26025,8,8.0
Calhoun,2008,26025,6,5.0
Calhoun,2009,26025,15,12.0
Calhoun,2010,26025,8,8.0
Calhoun,2011,26025,8,6.0
Calhoun,2012,26025,13,10.0
Calhoun,2013,26025,1,1.0
Calhoun,2014,26025,6,6.0
Calhoun,2015,26025,4,4.0
Calhoun,2016,26025,7,5.0
Cass,1976,26027,1,1.0
Cass,1977,26027,2,2.0
Cass,1978,26027,2,2.0
Cass,1979,26027,3,2.0
Cass,1980,26027,3,3.0
Cass,1981,26027,1,1.0
Cass,1982,26027,2,2.0
Cass,1984,26027,3,3.0
Cass,1985,26027,2,2.0
Cass,1986,26027,4,2.0
Cass,1987,26027,1,1.0
Cass,1988,26027,1,0.0
Cass,1989,26027,3,3.0
Cass,1990,26027,1,1.0
Cass,1991,26027,2,2.0
Cass,1992,26027,2,2.0
Cass,1993,26027,2,2.0
Cass,1997,26027,2,2.0
Cass,1999,26027,1,1.0
Cass,2000,26027,5,5.0
Cass,2001,26027,2,2.0
Cass,2002,26027,2,0.0
Cass,2003,26027,1,1.0
Cass,2004,26027,1,1.0
Cass,2006,26027,1,1.0
Cass,2007,26027,3,2.0
Cass,2008,26027,2,2.0
Cass,2009,26027,2,2.0
Cass,2010,26027,2,2.0
Cass,2011,26027,1,0.0
Cass,2012,26027,3,3.0
Cass,2014,26027,1,1.0
Cass,2015,26027,2,2.0
Charlevoix,1976,26029,1,1.0
Charlevoix,1985,26029,1,1.0
Charlevoix,1994,26029,2,2.0
Charlevoix,2001,26029,2,2.0
Charlevoix,2004,26029,1,1.0
Charlevoix,2005,26029,1,1.0
Charlevoix,2006,26029,1,1.0
Charlevoix,2011,26029,1,1.0
Charlevoix,2015,26029,1,1.0
Charlevoix,2016,26029,1,1.0
Cheboygan,1976,26031,1,1.0
Cheboygan,1981,26031,2,2.0
Cheboygan,1985,26031,2,0.0
Cheboygan,1987,26031,1,1.0
Cheboygan,1988,26031,1,1.0
Cheboygan,1991,26031,3,3.0
Cheboygan,1997,26031,1,1.0
Cheboygan,2008,26031,1,1.0
Cheboygan,2011,26031,1,1.0
Chippewa,1977,26033,1,1.0
Chippewa,1979,26033,2,2.0
Chippewa,1980,26033,1,0.0
Chippewa,1981,26033,1,1.0
Chippewa,1982,26033,1,0.0
Chippewa,1983,26033,1,0.0
Chippewa,1985,26033,2,0.0
Chippewa,1986,26033,2,2.0
Chippewa,1989,26033,1,1.0
Chippewa,1990,26033,1,1.0
Chippewa,1991,26033,3,3.0
Chippewa,1992,26033,1,1.0
Chippewa,1993,26033,1,1.0
Chippewa,1999,26033,1,0.0
Chippewa,2001,26033,1,1.0
Chippewa,2002,26033,1,0.0
Chippewa,2003,26033,1,1.0
Chippewa,2005,26033,1,0.0
Chippewa,2007,26033,2,1.0
Chippewa,2011,26033,2,1.0
Chippewa,2012,26033,1,1.0
Chippewa,2013,26033,1,1.0
Chippewa,2015,26033,2,2.0
Clare,1976,26035,2,1.0
Clare,1977,26035,1,0.0
Clare,1979,26035,3,3.0
Clare,1982,26035,8,7.0
Clare,1983,26035,6,2.0
Clare,1984,26035,1,1.0
Clare,1987,26035,2,2.0
Clare,1994,26035,1,1.0
Clare,1996,26035,1,1.0
Clare,1997,26035,5,4.0
Clare,2000,26035,2,2.0
Clare,2001,26035,1,1.0
Clare,2002,26035,1,1.0
Clare,2004,26035,2,2.0
Clare,2007,26035,1,1.0
Clare,2011,26035,1,1.0
Clare,2013,26035,1,1.0
Clare,2015,26035,3,3.0
Clare,2016,26035,1,1.0
Clinton,1976,26037,2,0.0
Clinton,1977,26037,2,0.0
Clinton,1980,26037,1,1.0
Clinton,1981,26037,1,1.0
Clinton,1984,26037,1,1.0
Clinton,1985,26037,1,0.0
Clinton,1986,26037,2,2.0
Clinton,1988,26037,1,1.0
Clinton,1989,26037,2,1.0
Clinton,1991,26037,1,0.0
Clinton,1993,26037,1,1.0
Clinton,1998,26037,1,1.0
Clinton,2000,26037,1,1.0
Clinton,2001,26037,4,1.0
Clinton,2002,26037,1,1.0
Clinton,2005,26037,3,2.0
Clinton,2006,26037,2,0.0
Clinton,2007,26037,1,1.0
Clinton,2008,26037,1,1.0
Clinton,2010,26037,1,1.0
Clinton,2011,26037,6,4.0
Clinton,2012,26037,1,0.0
Clinton,2013,26037,2,1.0
Clinton,2014,26037,1,1.0
Clinton,2015,26037,2,2.0
Crawford,1978,26039,1,1.0
Crawford,1981,26039,1,1.0
Crawford,1988,26039,3,3.0
Crawford,1993,26039,1,1.0
Crawford,2001,26039,1,1.0
Crawford,2004,26039,1,1.0
Crawford,2011,26039,1,1.0
Crawford,2012,26039,1,1.0
Crawford,2013,26039,1,1.0
Delta,1977,26041,3,2.0
Delta,1978,26041,2,2.0
Delta,1979,26041,2,2.0
Delta,1980,26041,1,1.0
Delta,1981,26041,1,0.0
Delta,1982,26041,1,1.0
Delta,1985,26041,1,1.0
Delta,1986,26041,1,1.0
Delta,1987,26041,1,1.0
Delta,1994,26041,1,1.0
Delta,1995,26041,1,1.0
Delta,2000,26041,1,0.0
Delta,2003,26041,1,1.0
Delta,2007,26041,1,1.0
Delta,2011,26041,1,0.0
Delta,2014,26041,1,1.0
Dickinson,1978,26043,2,2.0
Dickinson,1979,26043,1,1.0
Dickinson,1981,26043,1,1.0
Dickinson,1982,26043,1,1.0
Dickinson,1990,26043,1,1.0
Dickinson,1995,26043,1,1.0
Dickinson,1997,26043,2,2.0
Dickinson,1999,26043,1,1.0
Dickinson,2004,26043,3,2.0
Dickinson,2008,26043,1,1.0
Eaton,1977,26045,4,3.0
Eaton,1979,26045,3,3.0
Eaton,1980,26045,5,4.0
Eaton,1981,26045,1,1.0
Eaton,1984,26045,2,2.0
Eaton,1985,26045,3,3.0
Eaton,1986,26045,1,1.0
Eaton,1988,26045,1,1.0
Eaton,1990,26045,1,1.0
Eaton,1993,26045,3,2.0
Eaton,1994,26045,4,4.0
Eaton,1997,26045,3,3.0
Eaton,1998,26045,1,0.0
Eaton,1999,26045,6,5.0
Eaton,2000,26045,1,1.0
Eaton,2003,26045,3,3.0
Eaton,2004,26045,1,0.0
Eaton,2005,26045,2,2.0
Eaton,2009,26045,1,0.0
Eaton,2011,26045,3,3.0
Eaton,2015,26045,4,4.0
Eaton,2016,26045,3,2.0
Emmet,1977,26047,1,1.0
Emmet,1978,26047,1,1.0
Emmet,1980,26047,1,1.0
Emmet,1982,26047,1,1.0
Emmet,1987,26047,1,1.0
Emmet,1992,26047,3,3.0
Emmet,2005,26047,2,2.0
Emmet,2010,26047,1,1.0
Emmet,2014,26047,1,0.0
Genesee,1976,26049,38,30.0
Genesee,1977,26049,51,40.0
Genesee,1978,26049,49,38.0
Genesee,1979,26049,49,37.0
Genesee,1980,26049,50,36.0
Genesee,1981,26049,42,29.0
Genesee,1982,26049,45,29.0
Genesee,1983,26049,41,31.0
Genesee,1984,26049,58,48.0
Genesee,1985,26049,58,45.0
Genesee,1986,26049,71,50.0
Genesee,1987,26049,65,40.0
Genesee,1988,26049,56,37.0
Genesee,1989,26049,65,35.0
Genesee,1990,26049,76,42.0
Genesee,1991,26049,61,33.0
Genesee,1992,26049,60,40.0
Genesee,1993,26049,56,33.0
Genesee,1994,26049,69,52.0
Genesee,1995,26049,54,41.0
Genesee,1996,26049,50,37.0
Genesee,1997,26049,30,25.0
Genesee,1998,26049,42,28.0
Genesee,1999,26049,53,26.0
Genesee,2000,26049,53,35.0
Genesee,2001,26049,51,32.0
Genesee,2002,26049,41,20.0
Genesee,2003,26049,36,24.0
Genesee,2004,26049,51,27.0
Genesee,2005,26049,57,30.0
Genesee,2006,26049,70,30.0
Genesee,2007,26049,39,15.0
Genesee,2008,26049,37,19.0
Genesee,2009,26049,46,18.0
Genesee,2010,26049,60,23.0
Genesee,2011,26049,70,31.0
Genesee,2012,26049,69,30.0
Genesee,2013,26049,60,36.0
Genesee,2014,26049,33,18.0
Genesee,2015,26049,53,14.0
Genesee,2016,26049,56,24.0
Gladwin,1976,26051,1,1.0
Gladwin,1978,26051,1,1.0
Gladwin,1982,26051,2,0.0
Gladwin,1984,26051,1,1.0
Gladwin,1986,26051,1,1.0
Gladwin,1989,26051,2,2.0
Gladwin,1993,26051,4,4.0
Gladwin,1999,26051,2,2.0
Gladwin,2009,26051,1,1.0
Gladwin,2010,26051,2,2.0
Gladwin,2012,26051,1,1.0
Gladwin,2015,26051,1,1.0
Gogebic,1978,26053,1,1.0
Gogebic,1990,26053,1,0.0
Gogebic,1991,26053,1,1.0
Gogebic,1992,26053,2,2.0
Gogebic,1997,26053,2,2.0
Gogebic,2000,26053,1,1.0
Gogebic,2007,26053,1,1.0
Gogebic,2010,26053,2,2.0
Gogebic,2012,26053,1,1.0
Gogebic,2013,26053,1,1.0
Gogebic,2014,26053,1,1.0
Grand Traverse,1978,26055,1,1.0
Grand Traverse,1979,26055,3,3.0
Grand Traverse,1982,26055,1,1.0
Grand Traverse,1983,26055,1,1.0
Grand Traverse,1989,26055,2,1.0
Grand Traverse,1990,26055,2,2.0
Grand Traverse,1993,26055,2,2.0
Grand Traverse,1997,26055,1,1.0
Grand Traverse,1998,26055,3,3.0
Grand Traverse,2001,26055,1,1.0
Grand Traverse,2002,26055,2,2.0
Grand Traverse,2007,26055,1,1.0
Grand Traverse,2008,26055,1,1.0
Grand Traverse,2010,26055,2,2.0
Grand Traverse,2012,26055,1,1.0
Grand Traverse,2014,26055,2,2.0
Grand Traverse,2015,26055,4,2.0
Grand Traverse,2016,26055,2,2.0
Gratiot,1982,26057,2,2.0
Gratiot,1983,26057,1,1.0
Gratiot,1984,26057,1,1.0
Gratiot,1996,26057,1,1.0
Gratiot,1997,26057,1,1.0
Gratiot,1998,26057,1,1.0
Gratiot,1999,26057,1,1.0
Gratiot,2003,26057,1,1.0
Gratiot,2005,26057,1,1.0
Gratiot,2006,26057,1,1.0
Gratiot,2013,26057,1,1.0
Gratiot,2014,26057,2,2.0
Gratiot,2016,26057,1,1.0
Hillsdale,1977,26059,2,2.0
Hillsdale,1979,26059,1,1.0
Hillsdale,1980,26059,3,3.0
Hillsdale,1981,26059,3,3.0
Hillsdale,1983,26059,1,0.0
Hillsdale,1985,26059,1,1.0
Hillsdale,1986,26059,4,2.0
Hillsdale,1988,26059,1,1.0
Hillsdale,1991,26059,1,1.0
Hillsdale,1992,26059,2,2.0
Hillsdale,1993,26059,3,3.0
Hillsdale,1994,26059,2,2.0
Hillsdale,1995,26059,3,3.0
Hillsdale,1997,26059,1,1.0
Hillsdale,1998,26059,1,1.0
Hillsdale,2001,26059,5,5.0
Hillsdale,2006,26059,2,2.0
Hillsdale,2009,26059,1,1.0
Hillsdale,2011,26059,1,1.0
Hillsdale,2015,26059,1,0.0
Hillsdale,2016,26059,1,1.0
Houghton,1976,26061,2,1.0
Houghton,1977,26061,4,4.0
Houghton,1979,26061,2,2.0
Houghton,1984,26061,1,1.0
Houghton,1991,26061,1,1.0
Houghton,1992,26061,1,0.0
Houghton,1995,26061,3,3.0
Houghton,1996,26061,1,1.0
Houghton,1997,26061,1,1.0
Houghton,1999,26061,1,1.0
Houghton,2002,26061,1,0.0
Houghton,2009,26061,4,4.0
Houghton,2011,26061,1,0.0
Houghton,2013,26061,1,1.0
Houghton,2014,26061,1,1.0
Houghton,2015,26061,1,1.0
